run_id,subject,exercise,restimulus,rerepetition,n_samples,first_source_row,last_source_row,duration_seconds,segment_type
9430,20,3,0,0,499,5488775,5489273,4.99,rest
9431,20,3,14,4,359,5489274,5489632,3.59,active
9432,20,3,0,0,481,5489633,5490113,4.81,rest
9433,20,3,14,5,361,5490114,5490474,3.61,active
9434,20,3,0,0,497,5490475,5490971,4.97,rest
9435,20,3,14,6,346,5490972,5491317,3.46,active
9436,20,3,0,0,497,5491318,5491814,4.97,rest
9437,20,3,14,7,354,5491815,5492168,3.54,active
9438,20,3,0,0,460,5492169,5492628,4.6,rest
9439,20,3,14,8,385,5492629,5493013,3.85,active
9440,20,3,0,0,499,5493014,5493512,4.99,rest
9441,20,3,14,9,358,5493513,5493870,3.58,active
9442,20,3,0,0,484,5493871,5494354,4.84,rest
9443,20,3,14,10,393,5494355,5494747,3.93,active
9444,20,3,0,0,1244,5494748,5495991,12.44,rest
9445,20,3,15,1,409,5495992,5496400,4.09,active
9446,20,3,0,0,372,5496401,5496772,3.72,rest
9447,20,3,15,2,402,5496773,5497174,4.02,active
9448,20,3,0,0,443,5497175,5497617,4.43,rest
9449,20,3,15,3,371,5497618,5497988,3.71,active
9450,20,3,0,0,480,5497989,5498468,4.8,rest
9451,20,3,15,4,400,5498469,5498868,4.0,active
9452,20,3,0,0,431,5498869,5499299,4.31,rest
9453,20,3,15,5,383,5499300,5499682,3.83,active
9454,20,3,0,0,492,5499683,5500174,4.92,rest
9455,20,3,15,6,409,5500175,5500583,4.09,active
9456,20,3,0,0,430,5500584,5501013,4.3,rest
9457,20,3,15,7,292,5501014,5501305,2.92,active
9458,20,3,0,0,537,5501306,5501842,5.37,rest
9459,20,3,15,8,418,5501843,5502260,4.18,active
9460,20,3,0,0,419,5502261,5502679,4.19,rest
9461,20,3,15,9,363,5502680,5503042,3.63,active
9462,20,3,0,0,472,5503043,5503514,4.72,rest
9463,20,3,15,10,440,5503515,5503954,4.4,active
9464,20,3,0,0,1190,5503955,5505144,11.9,rest
9465,20,3,16,1,422,5505145,5505566,4.22,active
9466,20,3,0,0,371,5505567,5505937,3.71,rest
9467,20,3,16,2,420,5505938,5506357,4.2,active
9468,20,3,0,0,433,5506358,5506790,4.33,rest
9469,20,3,16,3,431,5506791,5507221,4.31,active
9470,20,3,0,0,408,5507222,5507629,4.08,rest
9471,20,3,16,4,455,5507630,5508084,4.55,active
9472,20,3,0,0,396,5508085,5508480,3.96,rest
9473,20,3,16,5,356,5508481,5508836,3.56,active
9474,20,3,0,0,441,5508837,5509277,4.41,rest
9475,20,3,16,6,444,5509278,5509721,4.44,active
9476,20,3,0,0,432,5509722,5510153,4.32,rest
9477,20,3,16,7,391,5510154,5510544,3.91,active
9478,20,3,0,0,453,5510545,5510997,4.53,rest
9479,20,3,16,8,362,5510998,5511359,3.62,active
9480,20,3,0,0,485,5511360,5511844,4.85,rest
9481,20,3,16,9,387,5511845,5512231,3.87,active
9482,20,3,0,0,472,5512232,5512703,4.72,rest
9483,20,3,16,10,345,5512704,5513048,3.45,active
9484,20,3,0,0,1082,5513049,5514130,10.82,rest
9485,20,3,17,1,380,5514131,5514510,3.8,active
9486,20,3,0,0,445,5514511,5514955,4.45,rest
9487,20,3,17,2,403,5514956,5515358,4.03,active
9488,20,3,0,0,453,5515359,5515811,4.53,rest
9489,20,3,17,3,299,5515812,5516110,2.99,active
9490,20,3,0,0,552,5516111,5516662,5.52,rest
9491,20,3,17,4,336,5516663,5516998,3.36,active
9492,20,3,0,0,493,5516999,5517491,4.93,rest
9493,20,3,17,5,353,5517492,5517844,3.53,active
9494,20,3,0,0,467,5517845,5518311,4.67,rest
9495,20,3,17,6,484,5518312,5518795,4.84,active
9496,20,3,0,0,396,5518796,5519191,3.96,rest
9497,20,3,17,7,449,5519192,5519640,4.49,active
9498,20,3,0,0,393,5519641,5520033,3.93,rest
9499,20,3,17,8,431,5520034,5520464,4.31,active
9500,20,3,0,0,434,5520465,5520898,4.34,rest
9501,20,3,17,9,382,5520899,5521280,3.82,active
9502,20,3,0,0,445,5521281,5521725,4.45,rest
9503,20,3,17,10,441,5521726,5522166,4.41,active
9504,20,3,0,0,1164,5522167,5523330,11.64,rest
9505,20,3,18,1,352,5523331,5523682,3.52,active
9506,20,3,0,0,421,5523683,5524103,4.21,rest
9507,20,3,18,2,362,5524104,5524465,3.62,active
9508,20,3,0,0,472,5524466,5524937,4.72,rest
9509,20,3,18,3,414,5524938,5525351,4.14,active
9510,20,3,0,0,424,5525352,5525775,4.24,rest
9511,20,3,18,4,440,5525776,5526215,4.4,active
9512,20,3,0,0,398,5526216,5526613,3.98,rest
9513,20,3,18,5,413,5526614,5527026,4.13,active
9514,20,3,0,0,449,5527027,5527475,4.49,rest
9515,20,3,18,6,383,5527476,5527858,3.83,active
9516,20,3,0,0,424,5527859,5528282,4.24,rest
9517,20,3,18,7,395,5528283,5528677,3.95,active
9518,20,3,0,0,451,5528678,5529128,4.51,rest
9519,20,3,18,8,422,5529129,5529550,4.22,active
9520,20,3,0,0,457,5529551,5530007,4.57,rest
9521,20,3,18,9,390,5530008,5530397,3.9,active
9522,20,3,0,0,437,5530398,5530834,4.37,rest
9523,20,3,18,10,418,5530835,5531252,4.18,active
9524,20,3,0,0,1040,5531253,5532292,10.4,rest
9525,20,3,19,1,335,5532293,5532627,3.35,active
9526,20,3,0,0,467,5532628,5533094,4.67,rest
9527,20,3,19,2,389,5533095,5533483,3.89,active
9528,20,3,0,0,467,5533484,5533950,4.67,rest
9529,20,3,19,3,371,5533951,5534321,3.71,active
9530,20,3,0,0,486,5534322,5534807,4.86,rest
9531,20,3,19,4,326,5534808,5535133,3.26,active
9532,20,3,0,0,461,5535134,5535594,4.61,rest
9533,20,3,19,5,399,5535595,5535993,3.99,active
9534,20,3,0,0,485,5535994,5536478,4.85,rest
9535,20,3,19,6,359,5536479,5536837,3.59,active
9536,20,3,0,0,482,5536838,5537319,4.82,rest
9537,20,3,19,7,345,5537320,5537664,3.45,active
9538,20,3,0,0,490,5537665,5538154,4.9,rest
9539,20,3,19,8,341,5538155,5538495,3.41,active
9540,20,3,0,0,514,5538496,5539009,5.14,rest
9541,20,3,19,9,381,5539010,5539390,3.81,active
9542,20,3,0,0,479,5539391,5539869,4.79,rest
9543,20,3,19,10,295,5539870,5540164,2.95,active
9544,20,3,0,0,1699,5540165,5541863,16.99,rest
9545,20,3,20,1,348,5541864,5542211,3.48,active
9546,20,3,0,0,424,5542212,5542635,4.24,rest
9547,20,3,20,2,359,5542636,5542994,3.59,active
9548,20,3,0,0,487,5542995,5543481,4.87,rest
9549,20,3,20,3,401,5543482,5543882,4.01,active
9550,20,3,0,0,447,5543883,5544329,4.47,rest
9551,20,3,20,4,391,5544330,5544720,3.91,active
9552,20,3,0,0,406,5544721,5545126,4.06,rest
9553,20,3,20,5,408,5545127,5545534,4.08,active
9554,20,3,0,0,475,5545535,5546009,4.75,rest
9555,20,3,20,6,404,5546010,5546413,4.04,active
9556,20,3,0,0,433,5546414,5546846,4.33,rest
9557,20,3,20,7,413,5546847,5547259,4.13,active
9558,20,3,0,0,416,5547260,5547675,4.16,rest
9559,20,3,20,8,355,5547676,5548030,3.55,active
9560,20,3,0,0,498,5548031,5548528,4.98,rest
9561,20,3,20,9,351,5548529,5548879,3.51,active
9562,20,3,0,0,496,5548880,5549375,4.96,rest
9563,20,3,20,10,341,5549376,5549716,3.41,active
9564,20,3,0,0,6670,5549717,5556386,66.7,rest
9565,20,3,21,1,459,5556387,5556845,4.59,active
9566,20,3,0,0,379,5556846,5557224,3.79,rest
9567,20,3,21,2,394,5557225,5557618,3.94,active
9568,20,3,0,0,316,5557619,5557934,3.16,rest
9569,20,3,21,3,508,5557935,5558442,5.08,active
9570,20,3,0,0,455,5558443,5558897,4.55,rest
9571,20,3,21,4,299,5558898,5559196,2.99,active
9572,20,3,0,0,433,5559197,5559629,4.33,rest
9573,20,3,21,5,507,5559630,5560136,5.07,active
9574,20,3,0,0,331,5560137,5560467,3.31,rest
9575,20,3,21,6,512,5560468,5560979,5.12,active
9576,20,3,0,0,454,5560980,5561433,4.54,rest
9577,20,3,21,7,403,5561434,5561836,4.03,active
9578,20,3,0,0,327,5561837,5562163,3.27,rest
9579,20,3,21,8,499,5562164,5562662,4.99,active
9580,20,3,0,0,375,5562663,5563037,3.75,rest
9581,20,3,21,9,442,5563038,5563479,4.42,active
9582,20,3,0,0,366,5563480,5563845,3.66,rest
9583,20,3,21,10,459,5563846,5564304,4.59,active
9584,20,3,0,0,5976,5564305,5570280,59.76,rest
9585,20,3,22,1,536,5570281,5570816,5.36,active
9586,20,3,0,0,340,5570817,5571156,3.4,rest
9587,20,3,22,2,430,5571157,5571586,4.3,active
9588,20,3,0,0,354,5571587,5571940,3.54,rest
9589,20,3,22,3,360,5571941,5572300,3.6,active
9590,20,3,0,0,529,5572301,5572829,5.29,rest
9591,20,3,22,4,383,5572830,5573212,3.83,active
9592,20,3,0,0,481,5573213,5573693,4.81,rest
9593,20,3,22,5,339,5573694,5574032,3.39,active
9594,20,3,0,0,479,5574033,5574511,4.79,rest
9595,20,3,22,6,323,5574512,5574834,3.23,active
9596,20,3,0,0,512,5574835,5575346,5.12,rest
9597,20,3,22,7,343,5575347,5575689,3.43,active
9598,20,3,0,0,466,5575690,5576155,4.66,rest
9599,20,3,22,8,377,5576156,5576532,3.77,active
9600,20,3,0,0,486,5576533,5577018,4.86,rest
9601,20,3,22,9,373,5577019,5577391,3.73,active
9602,20,3,0,0,483,5577392,5577874,4.83,rest
9603,20,3,22,10,372,5577875,5578246,3.72,active
9604,20,3,0,0,5194,5578247,5583440,51.94,rest
9605,20,3,23,1,533,5583441,5583973,5.33,active
9606,20,3,0,0,305,5583974,5584278,3.05,rest
9607,20,3,23,2,436,5584279,5584714,4.36,active
9608,20,3,0,0,357,5584715,5585071,3.57,rest
9609,20,3,23,3,488,5585072,5585559,4.88,active
9610,20,3,0,0,339,5585560,5585898,3.39,rest
9611,20,3,23,4,385,5585899,5586283,3.85,active
9612,20,3,0,0,484,5586284,5586767,4.84,rest
9613,20,3,23,5,485,5586768,5587252,4.85,active
9614,20,3,0,0,346,5587253,5587598,3.46,rest
9615,20,3,23,6,531,5587599,5588129,5.31,active
9616,20,3,0,0,290,5588130,5588419,2.9,rest
9617,20,3,23,7,484,5588420,5588903,4.84,active
9618,20,3,0,0,361,5588904,5589264,3.61,rest
9619,20,3,23,8,481,5589265,5589745,4.81,active
9620,20,3,0,0,355,5589746,5590100,3.55,rest
9621,20,3,23,9,493,5590101,5590593,4.93,active
9622,20,3,0,0,347,5590594,5590940,3.47,rest
9623,20,3,23,10,383,5590941,5591323,3.83,active
9624,20,3,0,0,461,5591324,5591784,4.61,rest
9625,21,2,0,0,411,5693517,5693927,4.11,rest
9626,21,2,1,1,445,5693928,5694372,4.45,active
9627,21,2,0,0,360,5694373,5694732,3.6,rest
9628,21,2,1,2,451,5694733,5695183,4.51,active
9629,21,2,0,0,390,5695184,5695573,3.9,rest
9630,21,2,1,3,381,5695574,5695954,3.81,active
9631,21,2,0,0,462,5695955,5696416,4.62,rest
9632,21,2,1,4,422,5696417,5696838,4.22,active
9633,21,2,0,0,432,5696839,5697270,4.32,rest
9634,21,2,1,5,440,5697271,5697710,4.4,active
9635,21,2,0,0,383,5697711,5698093,3.83,rest
9636,21,2,1,6,355,5698094,5698448,3.55,active
9637,21,2,0,0,499,5698449,5698947,4.99,rest
9638,21,2,1,7,402,5698948,5699349,4.02,active
9639,21,2,0,0,440,5699350,5699789,4.4,rest
9640,21,2,1,8,431,5699790,5700220,4.31,active
9641,21,2,0,0,402,5700221,5700622,4.02,rest
9642,21,2,1,9,507,5700623,5701129,5.07,active
9643,21,2,0,0,351,5701130,5701480,3.51,rest
9644,21,2,1,10,361,5701481,5701841,3.61,active
9645,21,2,0,0,506,5701842,5702347,5.06,rest
9646,21,2,2,1,465,5702348,5702812,4.65,active
9647,21,2,0,0,366,5702813,5703178,3.66,rest
9648,21,2,2,2,470,5703179,5703648,4.7,active
9649,21,2,0,0,384,5703649,5704032,3.84,rest
9650,21,2,2,3,401,5704033,5704433,4.01,active
9651,21,2,0,0,465,5704434,5704898,4.65,rest
9652,21,2,2,4,399,5704899,5705297,3.99,active
9653,21,2,0,0,446,5705298,5705743,4.46,rest
9654,21,2,2,5,375,5705744,5706118,3.75,active
9655,21,2,0,0,445,5706119,5706563,4.45,rest
9656,21,2,2,6,396,5706564,5706959,3.96,active
9657,21,2,0,0,449,5706960,5707408,4.49,rest
9658,21,2,2,7,448,5707409,5707856,4.48,active
9659,21,2,0,0,396,5707857,5708252,3.96,rest
9660,21,2,2,8,377,5708253,5708629,3.77,active
9661,21,2,0,0,468,5708630,5709097,4.68,rest
9662,21,2,2,9,419,5709098,5709516,4.19,active
9663,21,2,0,0,431,5709517,5709947,4.31,rest
9664,21,2,2,10,401,5709948,5710348,4.01,active
9665,21,2,0,0,444,5710349,5710792,4.44,rest
9666,21,2,3,1,406,5710793,5711198,4.06,active
9667,21,2,0,0,477,5711199,5711675,4.77,rest
9668,21,2,3,2,334,5711676,5712009,3.34,active
9669,21,2,0,0,488,5712010,5712497,4.88,rest
9670,21,2,3,3,409,5712498,5712906,4.09,active
9671,21,2,0,0,444,5712907,5713350,4.44,rest
9672,21,2,3,4,352,5713351,5713702,3.52,active
9673,21,2,0,0,509,5713703,5714211,5.09,rest
9674,21,2,3,5,351,5714212,5714562,3.51,active
9675,21,2,0,0,471,5714563,5715033,4.71,rest
9676,21,2,3,6,330,5715034,5715363,3.3,active
9677,21,2,0,0,509,5715364,5715872,5.09,rest
9678,21,2,3,7,339,5715873,5716211,3.39,active
9679,21,2,0,0,500,5716212,5716711,5.0,rest
9680,21,2,3,8,337,5716712,5717048,3.37,active
9681,21,2,0,0,534,5717049,5717582,5.34,rest
9682,21,2,3,9,358,5717583,5717940,3.58,active
9683,21,2,0,0,459,5717941,5718399,4.59,rest
9684,21,2,3,10,351,5718400,5718750,3.51,active
9685,21,2,0,0,560,5718751,5719310,5.6,rest
9686,21,2,4,1,416,5719311,5719726,4.16,active
9687,21,2,0,0,400,5719727,5720126,4.0,rest
9688,21,2,4,2,458,5720127,5720584,4.58,active
9689,21,2,0,0,395,5720585,5720979,3.95,rest
9690,21,2,4,3,427,5720980,5721406,4.27,active
9691,21,2,0,0,423,5721407,5721829,4.23,rest
9692,21,2,4,4,331,5721830,5722160,3.31,active
9693,21,2,0,0,502,5722161,5722662,5.02,rest
9694,21,2,4,5,422,5722663,5723084,4.22,active
9695,21,2,0,0,434,5723085,5723518,4.34,rest
9696,21,2,4,6,406,5723519,5723924,4.06,active
9697,21,2,0,0,423,5723925,5724347,4.23,rest
9698,21,2,4,7,427,5724348,5724774,4.27,active
9699,21,2,0,0,436,5724775,5725210,4.36,rest
9700,21,2,4,8,467,5725211,5725677,4.67,active
9701,21,2,0,0,364,5725678,5726041,3.64,rest
9702,21,2,4,9,429,5726042,5726470,4.29,active
9703,21,2,0,0,416,5726471,5726886,4.16,rest
9704,21,2,4,10,460,5726887,5727346,4.6,active
9705,21,2,0,0,438,5727347,5727784,4.38,rest
9706,21,2,5,1,405,5727785,5728189,4.05,active
9707,21,2,0,0,421,5728190,5728610,4.21,rest
9708,21,2,5,2,396,5728611,5729006,3.96,active
9709,21,2,0,0,410,5729007,5729416,4.1,rest
9710,21,2,5,3,408,5729417,5729824,4.08,active
9711,21,2,0,0,489,5729825,5730313,4.89,rest
9712,21,2,5,4,239,5730314,5730552,2.39,active
9713,21,2,0,0,588,5730553,5731140,5.88,rest
9714,21,2,5,5,339,5731141,5731479,3.39,active
9715,21,2,0,0,504,5731480,5731983,5.04,rest
9716,21,2,5,6,384,5731984,5732367,3.84,active
9717,21,2,0,0,434,5732368,5732801,4.34,rest
9718,21,2,5,7,416,5732802,5733217,4.16,active
9719,21,2,0,0,455,5733218,5733672,4.55,rest
9720,21,2,5,8,363,5733673,5734035,3.63,active
9721,21,2,0,0,487,5734036,5734522,4.87,rest
9722,21,2,5,9,383,5734523,5734905,3.83,active
9723,21,2,0,0,463,5734906,5735368,4.63,rest
9724,21,2,5,10,379,5735369,5735747,3.79,active
9725,21,2,0,0,520,5735748,5736267,5.2,rest
9726,21,2,6,1,305,5736268,5736572,3.05,active
9727,21,2,0,0,500,5736573,5737072,5.0,rest
9728,21,2,6,2,329,5737073,5737401,3.29,active
9729,21,2,0,0,517,5737402,5737918,5.17,rest
9730,21,2,6,3,323,5737919,5738241,3.23,active
9731,21,2,0,0,511,5738242,5738752,5.11,rest
9732,21,2,6,4,351,5738753,5739103,3.51,active
9733,21,2,0,0,492,5739104,5739595,4.92,rest
9734,21,2,6,5,438,5739596,5740033,4.38,active
9735,21,2,0,0,424,5740034,5740457,4.24,rest
9736,21,2,6,6,304,5740458,5740761,3.04,active
9737,21,2,0,0,557,5740762,5741318,5.57,rest
9738,21,2,6,7,293,5741319,5741611,2.93,active
9739,21,2,0,0,525,5741612,5742136,5.25,rest
9740,21,2,6,8,324,5742137,5742460,3.24,active
9741,21,2,0,0,516,5742461,5742976,5.16,rest
9742,21,2,6,9,354,5742977,5743330,3.54,active
9743,21,2,0,0,485,5743331,5743815,4.85,rest
9744,21,2,6,10,358,5743816,5744173,3.58,active
9745,21,2,0,0,618,5744174,5744791,6.18,rest
9746,21,2,7,1,326,5744792,5745117,3.26,active
9747,21,2,0,0,401,5745118,5745518,4.01,rest
9748,21,2,7,2,432,5745519,5745950,4.32,active
9749,21,2,0,0,418,5745951,5746368,4.18,rest
9750,21,2,7,3,462,5746369,5746830,4.62,active
9751,21,2,0,0,382,5746831,5747212,3.82,rest
9752,21,2,7,4,408,5747213,5747620,4.08,active
9753,21,2,0,0,436,5747621,5748056,4.36,rest
9754,21,2,7,5,378,5748057,5748434,3.78,active
9755,21,2,0,0,467,5748435,5748901,4.67,rest
9756,21,2,7,6,467,5748902,5749368,4.67,active
9757,21,2,0,0,376,5749369,5749744,3.76,rest
9758,21,2,7,7,451,5749745,5750195,4.51,active
9759,21,2,0,0,431,5750196,5750626,4.31,rest
9760,21,2,7,8,372,5750627,5750998,3.72,active
9761,21,2,0,0,437,5750999,5751435,4.37,rest
9762,21,2,7,9,433,5751436,5751868,4.33,active
9763,21,2,0,0,416,5751869,5752284,4.16,rest
9764,21,2,7,10,418,5752285,5752702,4.18,active
9765,21,2,0,0,498,5752703,5753200,4.98,rest
9766,21,2,8,1,374,5753201,5753574,3.74,active
9767,21,2,0,0,427,5753575,5754001,4.27,rest
9768,21,2,8,2,382,5754002,5754383,3.82,active
9769,21,2,0,0,473,5754384,5754856,4.73,rest
9770,21,2,8,3,408,5754857,5755264,4.08,active
9771,21,2,0,0,392,5755265,5755656,3.92,rest
9772,21,2,8,4,459,5755657,5756115,4.59,active
9773,21,2,0,0,412,5756116,5756527,4.12,rest
9774,21,2,8,5,404,5756528,5756931,4.04,active
9775,21,2,0,0,462,5756932,5757393,4.62,rest
9776,21,2,8,6,431,5757394,5757824,4.31,active
9777,21,2,0,0,399,5757825,5758223,3.99,rest
9778,21,2,8,7,415,5758224,5758638,4.15,active
9779,21,2,0,0,470,5758639,5759108,4.7,rest
9780,21,2,8,8,377,5759109,5759485,3.77,active
9781,21,2,0,0,458,5759486,5759943,4.58,rest
9782,21,2,8,9,400,5759944,5760343,4.0,active
9783,21,2,0,0,405,5760344,5760748,4.05,rest
9784,21,2,8,10,420,5760749,5761168,4.2,active
9785,21,2,0,0,540,5761169,5761708,5.4,rest
9786,21,2,9,1,380,5761709,5762088,3.8,active
9787,21,2,0,0,428,5762089,5762516,4.28,rest
9788,21,2,9,2,398,5762517,5762914,3.98,active
9789,21,2,0,0,470,5762915,5763384,4.7,rest
9790,21,2,9,3,312,5763385,5763696,3.12,active
9791,21,2,0,0,566,5763697,5764262,5.66,rest
9792,21,2,9,4,235,5764263,5764497,2.35,active
9793,21,2,0,0,564,5764498,5765061,5.64,rest
9794,21,2,9,5,383,5765062,5765444,3.83,active
9795,21,2,0,0,463,5765445,5765907,4.63,rest
9796,21,2,9,6,375,5765908,5766282,3.75,active
9797,21,2,0,0,472,5766283,5766754,4.72,rest
9798,21,2,9,7,292,5766755,5767046,2.92,active
9799,21,2,0,0,545,5767047,5767591,5.45,rest
9800,21,2,9,8,399,5767592,5767990,3.99,active
9801,21,2,0,0,452,5767991,5768442,4.52,rest
9802,21,2,9,9,362,5768443,5768804,3.62,active
9803,21,2,0,0,483,5768805,5769287,4.83,rest
9804,21,2,9,10,379,5769288,5769666,3.79,active
9805,21,2,0,0,467,5769667,5770133,4.67,rest
9806,21,2,10,1,319,5770134,5770452,3.19,active
9807,21,2,0,0,510,5770453,5770962,5.1,rest
9808,21,2,10,2,299,5770963,5771261,2.99,active
9809,21,2,0,0,518,5771262,5771779,5.18,rest
9810,21,2,10,3,390,5771780,5772169,3.9,active
9811,21,2,0,0,447,5772170,5772616,4.47,rest
9812,21,2,10,4,376,5772617,5772992,3.76,active
9813,21,2,0,0,477,5772993,5773469,4.77,rest
9814,21,2,10,5,296,5773470,5773765,2.96,active
9815,21,2,0,0,511,5773766,5774276,5.11,rest
9816,21,2,10,6,451,5774277,5774727,4.51,active
9817,21,2,0,0,395,5774728,5775122,3.95,rest
9818,21,2,10,7,429,5775123,5775551,4.29,active
9819,21,2,0,0,432,5775552,5775983,4.32,rest
9820,21,2,10,8,417,5775984,5776400,4.17,active
9821,21,2,0,0,455,5776401,5776855,4.55,rest
9822,21,2,10,9,207,5776856,5777062,2.07,active
9823,21,2,0,0,602,5777063,5777664,6.02,rest
9824,21,2,10,10,408,5777665,5778072,4.08,active
9825,21,2,0,0,467,5778073,5778539,4.67,rest
9826,21,2,11,1,435,5778540,5778974,4.35,active
9827,21,2,0,0,397,5778975,5779371,3.97,rest
9828,21,2,11,2,434,5779372,5779805,4.34,active
9829,21,2,0,0,397,5779806,5780202,3.97,rest
9830,21,2,11,3,435,5780203,5780637,4.35,active
9831,21,2,0,0,407,5780638,5781044,4.07,rest
9832,21,2,11,4,411,5781045,5781455,4.11,active
9833,21,2,0,0,440,5781456,5781895,4.4,rest
9834,21,2,11,5,333,5781896,5782228,3.33,active
9835,21,2,0,0,504,5782229,5782732,5.04,rest
9836,21,2,11,6,340,5782733,5783072,3.4,active
9837,21,2,0,0,483,5783073,5783555,4.83,rest
9838,21,2,11,7,456,5783556,5784011,4.56,active
9839,21,2,0,0,402,5784012,5784413,4.02,rest
9840,21,2,11,8,313,5784414,5784726,3.13,active
9841,21,2,0,0,524,5784727,5785250,5.24,rest
9842,21,2,11,9,346,5785251,5785596,3.46,active
9843,21,2,0,0,485,5785597,5786081,4.85,rest
9844,21,2,11,10,344,5786082,5786425,3.44,active
9845,21,2,0,0,523,5786426,5786948,5.23,rest
9846,21,2,12,1,405,5786949,5787353,4.05,active
9847,21,2,0,0,416,5787354,5787769,4.16,rest
9848,21,2,12,2,437,5787770,5788206,4.37,active
9849,21,2,0,0,411,5788207,5788617,4.11,rest
9850,21,2,12,3,300,5788618,5788917,3.0,active
9851,21,2,0,0,563,5788918,5789480,5.63,rest
9852,21,2,12,4,275,5789481,5789755,2.75,active
9853,21,2,0,0,573,5789756,5790328,5.73,rest
9854,21,2,12,5,315,5790329,5790643,3.15,active
9855,21,2,0,0,528,5790644,5791171,5.28,rest
9856,21,2,12,6,273,5791172,5791444,2.73,active
9857,21,2,0,0,555,5791445,5791999,5.55,rest
9858,21,2,12,7,351,5792000,5792350,3.51,active
9859,21,2,0,0,492,5792351,5792842,4.92,rest
9860,21,2,12,8,330,5792843,5793172,3.3,active
9861,21,2,0,0,538,5793173,5793710,5.38,rest
9862,21,2,12,9,390,5793711,5794100,3.9,active
9863,21,2,0,0,422,5794101,5794522,4.22,rest
9864,21,2,12,10,312,5794523,5794834,3.12,active
9865,21,2,0,0,584,5794835,5795418,5.84,rest
9866,21,2,13,1,325,5795419,5795743,3.25,active
9867,21,2,0,0,490,5795744,5796233,4.9,rest
9868,21,2,13,2,349,5796234,5796582,3.49,active
9869,21,2,0,0,495,5796583,5797077,4.95,rest
9870,21,2,13,3,343,5797078,5797420,3.43,active
9871,21,2,0,0,503,5797421,5797923,5.03,rest
9872,21,2,13,4,323,5797924,5798246,3.23,active
9873,21,2,0,0,533,5798247,5798779,5.33,rest
9874,21,2,13,5,348,5798780,5799127,3.48,active
9875,21,2,0,0,502,5799128,5799629,5.02,rest
9876,21,2,13,6,290,5799630,5799919,2.9,active
9877,21,2,0,0,558,5799920,5800477,5.58,rest
9878,21,2,13,7,319,5800478,5800796,3.19,active
9879,21,2,0,0,500,5800797,5801296,5.0,rest
9880,21,2,13,8,468,5801297,5801764,4.68,active
9881,21,2,0,0,379,5801765,5802143,3.79,rest
9882,21,2,13,9,356,5802144,5802499,3.56,active
9883,21,2,0,0,503,5802500,5803002,5.03,rest
9884,21,2,13,10,436,5803003,5803438,4.36,active
9885,21,2,0,0,464,5803439,5803902,4.64,rest
9886,21,2,14,1,209,5803903,5804111,2.09,active
9887,21,2,0,0,580,5804112,5804691,5.8,rest
9888,21,2,14,2,353,5804692,5805044,3.53,active
9889,21,2,0,0,489,5805045,5805533,4.89,rest
9890,21,2,14,3,325,5805534,5805858,3.25,active
9891,21,2,0,0,522,5805859,5806380,5.22,rest
9892,21,2,14,4,330,5806381,5806710,3.3,active
9893,21,2,0,0,511,5806711,5807221,5.11,rest
9894,21,2,14,5,377,5807222,5807598,3.77,active
9895,21,2,0,0,478,5807599,5808076,4.78,rest
9896,21,2,14,6,340,5808077,5808416,3.4,active
9897,21,2,0,0,499,5808417,5808915,4.99,rest
9898,21,2,14,7,288,5808916,5809203,2.88,active
9899,21,2,0,0,561,5809204,5809764,5.61,rest
9900,21,2,14,8,361,5809765,5810125,3.61,active
9901,21,2,0,0,492,5810126,5810617,4.92,rest
9902,21,2,14,9,276,5810618,5810893,2.76,active
9903,21,2,0,0,558,5810894,5811451,5.58,rest
9904,21,2,14,10,288,5811452,5811739,2.88,active
9905,21,2,0,0,599,5811740,5812338,5.99,rest
9906,21,2,15,1,302,5812339,5812640,3.02,active
9907,21,2,0,0,558,5812641,5813198,5.58,rest
9908,21,2,15,2,277,5813199,5813475,2.77,active
9909,21,2,0,0,556,5813476,5814031,5.56,rest
9910,21,2,15,3,302,5814032,5814333,3.02,active
9911,21,2,0,0,521,5814334,5814854,5.21,rest
9912,21,2,15,4,357,5814855,5815211,3.57,active
9913,21,2,0,0,623,5815212,5815834,6.23,rest
9914,21,2,15,5,202,5815835,5816036,2.02,active
9915,21,2,0,0,531,5816037,5816567,5.31,rest
9916,21,2,15,6,323,5816568,5816890,3.23,active
9917,21,2,0,0,484,5816891,5817374,4.84,rest
9918,21,2,15,7,324,5817375,5817698,3.24,active
9919,21,2,0,0,538,5817699,5818236,5.38,rest
9920,21,2,15,8,298,5818237,5818534,2.98,active
9921,21,2,0,0,543,5818535,5819077,5.43,rest
9922,21,2,15,9,282,5819078,5819359,2.82,active
9923,21,2,0,0,566,5819360,5819925,5.66,rest
9924,21,2,15,10,326,5819926,5820251,3.26,active
9925,21,2,0,0,593,5820252,5820844,5.93,rest
9926,21,2,16,1,400,5820845,5821244,4.0,active
9927,21,2,0,0,382,5821245,5821626,3.82,rest
9928,21,2,16,2,499,5821627,5822125,4.99,active
9929,21,2,0,0,355,5822126,5822480,3.55,rest
9930,21,2,16,3,482,5822481,5822962,4.82,active
9931,21,2,0,0,336,5822963,5823298,3.36,rest
9932,21,2,16,4,476,5823299,5823774,4.76,active
9933,21,2,0,0,374,5823775,5824148,3.74,rest
9934,21,2,16,5,482,5824149,5824630,4.82,active
9935,21,2,0,0,381,5824631,5825011,3.81,rest
